text1,text2,label
"AbstractIntroductionAmong older adults with cancer receiving chemotherapy, frailty indices predict OS and toxicity. Given the increased use of immunotherapy and targeted therapy for advanced non-small cell lung cancer (aNSCLC), we evaluated frailty and Karnofsky Performance Status (KPS) among older adults with aNSCLC receiving chemotherapy, immunotherapy, and/or targeted therapy.MethodsPatients aged ≥ 65 with aNSCLC starting systemic therapy with non-curative intent underwent geriatric assessments over 6 months. We developed a deficit-accumulation frailty index to categorize patients as robust, pre-frail, or frail. To evaluate associations between frailty and KPS with OS, we used Cox proportional hazards models adjusted for race, insurance, and treatment. We used logistic regression to evaluate hospitalizations, functional decline, and severe toxicity.ResultsAmong 155 patients (median age 73), 45.8% were robust, 36.1% pre-frail, and 18.2% frail; 34.8% had a KPS ≥ 90, 32.9% had a KPS of 80, and 32.3% had a KPS ≤ 70. The median OS was 17.9 months. Pre-frail/frail patients had worse OS compared to robust patients (adjusted hazard ratio [HR] 2.09, 95% CI, 1.31-3.34) and were more likely to be hospitalized (adjusted odds ratio [OR] 2.21, 95% CI, 1.09-4.48), functionally decline (adjusted OR 2.29, 95% CI, 1.09-4.78), and experience grade ≥ 3 hematologic toxicity (adjusted OR 5.18, 95% CI, 1.02-26.03). KPS was only associated with OS.Conclusions Our frailty index was associated with OS, hospitalization, functional decline, and hematologic AEs among older adults with aNSCLC receiving systemic therapies, while KPS was only associated with OS. Pretreatment frailty assessment may help identify older adults at risk for poor outcomes to optimize decision-making and supportive care.","HPV vaccination rates remain suboptimal in the United States. While the current literature focuses on expressly hesitant parents, few studies have examined parents with “high intent”, or those indicating they definitely will vaccinate and have had the opportunity but not yet vaccinated their adolescents. Our objective was to differentiate characteristics of mothers with high intent from those who already vaccinated their adolescents using various socioeconomic, previous vaccine decision-making, and healthcare provider relationship-related variables. English-speaking mothers or female guardians of adolescents ages 11-14 years living in low HPV vaccine uptake states within the U.S. in September 2018 were recruited from a national survey panel as part of a larger study. We assessed HPV vaccine status of their adolescents and categorized respondents into two categories: Already Vaccinated and High Intent. We assessed differences using a multivariable logistic regression model. Among 2,406 mothers, 18% reported high intent vs. 82% already having vaccinated. Mothers with high intent were more likely to identify as non-Hispanic White (p=0.01), to have a younger adolescent (p<0.001), and to report not receiving a provider HPV vaccination recommendation (p<0.001). Mothers who estimated that half/more (vs. less) of their child’s friends have received/will receive the vaccine had higher odds of already vaccinating (p<0.001). Our findings suggest that clinicians may be able to improve HPV vaccination uptake within their practices by giving repeated, high-quality recommendations to parents of children who are not yet vaccinated. Additionally, these findings indicate perceived social norms may play a large role in on-time vaccine uptake. Reassuring hesitant parents that most parents accept the vaccine may also improve uptake in clinical practice.",0
"Primary melanoma of the oral cavity is extremely rare, accounting for 0.2–8% of all melanomas. Lesions arising from mucosal melanocytes occur most frequently on the gingiva or palate. Mucosal melanomas carry a worse prognosis than cutaneous melanomas. Very few studies have been published due to rarity of disease. 46 year old lady presented with black colored lesion over left side of her tongue for 6 weeks. On examination there was 3 × 2.5 cm black colored patch over left lateral part of tongue in middle 1/3rd, not crossing midline. Tip and base of tongue were free. Biopsy was suggestive of malignant melanoma of tongue. Patient underwent surgery (wide local excision of left lateral border of tongue lesion + left selective neck dissection). Final Histopathological report revealed malignant melanoma of tongue with all margins free, Depth of invasion 3 mm, Lympho-vascular invasion present, and no perineural invasion, left level III cervical lymph node metastases. Patient thus received adjuvant RT. Immunotherapy was also advised in multidisciplinary clinic, but patient was non-compliant. Early diagnosis will be promoted by careful oral examination and early biopsy of pigmented and non-pigmented masses. Early diagnosis and treatment will improve the prognosis of patients with oral malignant melanoma.","IntroductionPoliovirus receptor (PVR) is a tumor promoter and a regulatory checkpoint that enhances immunosuppression. We investigated PVR expression by applying immunohistochemistry (IHC) staining. A positive association existed between PVR expression and cytotoxic T lymphocyte-associated antigen 4 (CTLA4) expression in patients with surgically resected non-small-cell lung cancer (NSCLC). PVR expression is a prognosis predictor of lung adenocarcinoma.PurposeTo investigate the prognostic significance of PVR expression and CTLA4 expression for surgically resected NSCLC.Patients and methodsThe medical records of 108 Chinese patients with primary NSCLC who underwent surgery were retrospectively reviewed. The expression of PVR and CTLA4 were measured through IHC. Clinical characteristics, the association between PVR and CTLA4, and the prognostic significance of PVR were analyzed.ResultsA significant positive association was observed between PVR and CTLA4 expression in NSCLC (P = 0.016). PVR had a high positive rate among females, nonsmokers, and patients with adenocarcinoma and advanced lung cancer. The overall survival (OS) of patients with negative PVR expression was significantly longer than that of patients with positive PVR expression (P = 0.049), especially among females (P = 0.03) and nonsmokers (P = 0.025). Multivariate analysis results showed that advanced tumor stage and PVR expression were independent prognosis predictors of poor OS.ConclusionPVR can potentially serve as a prognostic predictor and biomarker for NSCLC and cancer anti-CTLA4 immunotherapy response.Electronic supplementary materialThe online version of this article (10.1007/s00432-020-03189-8) contains supplementary material, which is available to authorized users.",1
"BackgroundTumor endothelial cells (TECs) play a significant role in regulating the tumor microenvironment, drug response, and immune cell activities in various cancers. However, the association between TEC gene expression signature and patient prognosis or therapeutic response remains poorly understood.MethodsWe analyzed transcriptomics data of normal and tumor endothelial cells obtained from the GEO database to identify differentially expressed genes (DEGs) associated with TECs. We then compared these DEGs with those commonly found across five different tumor types from the TCGA database to determine their prognostic relevance. Using these genes, we constructed a prognostic risk model integrated with clinical features to develop a nomogram model, which we validated through biological experiments.ResultsWe identified 12 TEC-related prognostic genes across multiple tumor types, of which five genes were sufficient to construct a prognostic risk model with an AUC of 0.682. The risk scores effectively predicted patient prognosis and immunotherapeutic response. Our newly developed nomogram model provided more accurate prognostic estimates of cancer patients than the TNM staging method (AUC = 0.735) and was validated using external patient cohorts. Finally, RT–PCR and immunohistochemical analyses indicated that the expression of these 5 TEC-related prognostic genes was up-regulated in both patient-derived tumors and cancer cell lines, while depletion of the hub genes reduced cancer cell growth, migration and invasion, and enhanced their sensitivity to gemcitabine or cytarabine.ConclusionsOur study discovered the first TEC-related gene expression signature that can be used to construct a prognostic risk model for guiding treatment options in multiple cancers.Supplementary InformationThe online version contains supplementary material available at 10.1007/s00432-023-04848-2.","Background and ObjectivesTo assess mismatch repair (MMR) status and programmed death-ligand 1 (PD-L1) expression in squamous cell carcinomas of the cervix and their association with clinicopathologic parameters.Material and MethodsExpression of PD-L1 and MMR status (MSH2, MSH6, MLH1, and PMS2) was assessed on 50 cases of SCCs of the cervix by immunohistochemistry.Results80% of tumor cells and 84% of tumor-infiltrating lymphocytes showed PD-L1 expression. 80% of cases had a combined positive score (CPS) of > 1, whereas 20% had a CPS of < 1. 94% of cases showed pMMR proteins, while 6% showed dMMR. 94% of the SCCs were HPV associated, and 6% were HPV-independent. All HPV-independent SCCs of the cervix showed PD-L1 expression, and all HPV-associated SCCs showed MMR deficiency. Between PD-L1 expression in the tumor and the grade of the tumor, a statistically significant association was noted (p = 0.022). All MMR-deficient SCCs were HPV-independent.ConclusionThis research highlighted the HPV association in cervical SCCs in the Indian population. Most of the cervical SCCs were HPV-associated. Furthermore, most of the HPV-associated SCCs were MMR stable. This study found no significant association between MMR status and PD-L1 expression in cervical SCCs.",0
"AbstractBackgroundThe discovery of glioblastoma (GBM)-initiating cells (GICs) has impacted GBM research. These cells are not only tumorigenic but also exhibit resistance to radiotherapy and chemotherapy. Therefore, it is crucial to characterize GICs thoroughly and identify new therapeutic targets. In a previous study, we successfully identified epithelial-V–like antigen 1 (EVA1) as a novel functional factor specific to GICs.MethodsHybridoma cells were generated by immunizing BALB/c mice with EVA1-Fc fusion protein. The reactivity of the supernatant from these hybridoma cells was examined using EVA1-overexpressing cells and GICs. Candidate antibodies were further selected using Biacore surface plasmon resonance analysis and 2 cytotoxicity assays—antibody-dependent cell cytotoxicity (ADCC) and complement-dependent cytotoxicity (CDC). Among the antibodies, the cytotoxicity of the B2E5-antibody drug conjugate (B2E5-ADC) was evaluated by both adding it to cultured GICs and injecting it into GIC tumor-bearing brains.ResultsB2E5 demonstrated a high affinity for human EVA1 and effectively killed both EVA1-expressing cell lines and GICs in culture through ADCC and CDC. B2E5-ADC also exhibited strong cytotoxicity to GICs in culture and prevented their tumorigenesis in the brain when administered intracranially to the tumor-bearing brain.ConclusionOur data indicate that B2E5-ADC is a new and promising therapeutic strategy for GBM.","AbstractBackgroundRecurrent high-grade glioma (rHGG) lacks effective life-prolonging treatments and the efficacy of systemic PD-1 and CTLA-4 immune checkpoint inhibitors is limited. The multi-cohort Glitipni phase I trial investigates the safety and feasibility of intraoperative intracerebral (iCer) and postoperative intracavitary (iCav) nivolumab (NIVO) ± ipilimumab (IPI) treatment following maximal safe resection (MSR) in rHGG.Materials and methods Patients received 10 mg IV NIVO within 24 h before surgery, followed by MSR, iCer 5 mg IPI and 10 mg NIVO, and Ommaya catheter placement in the resection cavity. Biweekly postoperative iCav administrations of 1–5–10 mg NIVO (cohort 4) or 10 mg NIVO plus 1–5–10 mg IPI (cohort 7) were combined with 10 mg IV NIVO for 11 cycles.Results42 rHGG patients underwent MSR with iCer NIVO + IPI. 16 pts were treated in cohort 4 (postoperative iCav NIVO at escalating doses) while 28 patients were treated in cohort 7 (intra and postoperative iCav NIVO and escalating doses of IPI). The most common TRAE was fatigue; no grade 5 AE occurred. Dose-limiting toxicity was grade 3 neutrophilic pleocytosis (4 pts) receiving iCav NIVO plus 5 or 10 mg IPI. PFS and OS did not significantly differ between cohorts (median OS: 42 [95% CI 26–57] vs. 35 [29–40] weeks; 1-year OS rate: 37% vs. 29%). Baseline B7–H3 expression significantly correlated with worse survival. OS compared favorably to a historical pooled cohort (n = 469) of Belgian rHGG pts treated with anti-VEGF therapies (log-rank P = .015).ConclusionIntraoperative iCer IPI + NIVO with postoperative iCav NIVO ± IPI up to biweekly doses of 1 mg IPI + 10 mg NIVO is feasible and safe, showing encouraging OS in rHGG patients. ClinicalTrials.gov registration: NCT03233152",1
"ALK5 inhibitors represent an attractive therapeutic approach for the treatment of a variety of pathologies, including cancer and fibrosis. Herein, we report the design and in vitro characterization of a novel series of ALK5 modulators featuring a 4,6-disubstituted pyridazine core. A knowledge-based scaffold-hopping exploration was initially conducted on a restricted set of heteroaromatic cores using available ligand- and structure-based information. The most potent structurally novel hit compound 2A was subsequently subjected to a preliminary optimization for the inhaled delivery, applying physicochemical criteria aimed at minimizing systemic exposure to limit the risk of adverse side effects. The resulting inhibitors showed a marked boost in potency against ALK5 and in vitro ADME properties, potentially favoring lung retention. The optimized hits 20 and 23 might thus be considered promising starting points for the development of novel inhaled ALK5 inhibitors.","Chimeric antigen receptor (CAR) T cells have shown significant efficacy in hematological diseases. However, CAR T therapy has demonstrated limited efficacy in solid tumors, including glioblastoma (GBM). One of the most important reasons is the immunosuppressive tumor microenvironment (TME), which promotes tumor growth and suppresses immune cells used to eliminate tumor cells. The human transforming growth factor β (TGF-β) plays a crucial role in forming the suppressive GBM TME and driving the suppression of the anti-GBM response. To mitigate TGF-β-mediated suppressive activity, we combined a dominant-negative TGF-β receptor II (dnTGFβRII) with our previous bicistronic CART-EGFR-IL13Rα2 construct, currently being evaluated in a clinical trial, to generate CART-EGFR-IL13Rα2-dnTGFβRII, a tri-modular construct we are developing for clinical application. We hypothesized that this approach would more effectively subvert resistance mechanisms observed with GBM. Our data suggest that CART-EGFR-IL13Rα2-dnTGFβRII significantly augments T cell proliferation, enhances functional responses, and improves the fitness of bystander cells, particularly by decreasing the TGF-β concentration in a TGF-β-rich TME. In addition, in vivo studies validate the safety and efficacy of the dnTGFβRII cooperating with CARs in targeting and eradicating GBM in an NSG mouse model.",1
"Heat shock protein 90 (HSP90), a vital chaperone involved in the folding and stabilization of various cellular proteins, regulates key functions in many tumor cells. In the context of gastric adenocarcinoma (GAC), where HSP90’s role remains largely unexplored, we aimed to investigate the significance of HSP90 inhibitor, AUY922, in regulating the YAP1/TEAD pathway and its association with the tumor immune microenvironment (TME). Our results showed that AUY922 effectively inhibited GAC aggressiveness in both the invitro and invivo models, induced apoptosis, and cell-cycle arrest. Various functional assays elucidated that AUY922 potently inhibited the expression and interaction among YAP1/TEAD and HSP90, resulting in down-regulation of target functional genes. AUY922 additionally altered the tumor microenvironment (TME) into an inflamed state with increased cytokine production in T cells, including interferon gamma, granzyme B, and perforin, and inhibited M2 polarization of tumor-associated macrophages, rendering it a favorable partner for immune checkpoint inhibition. Our findings highlighted the suggestion of targeting HSP90 in GAC therapy via down-regulating YAP1/TEAD signaling. Additionally, our results suggest that AUY922’s ability to reshape the GAC TME favoring the host sets the stage for a clinical trial that combines HSP90 and checkpoint inhibition, where HSP90 could serve as a biomarker for patient selection.","PurposeNRAS plays a pivotal role in progression of various kinds of somatic malignancies; however, the correlation between NRAS and lung adenocarcinoma is less known. We aim to analyze the prognostic value of NRAS expression in lung adenocarcinoma, and explore the relationship between NRAS and tumor immune microenvironment.MethodsWe obtained the transcriptome profiles and clinical data of LUAD from The Cancer Genome Atlas database and three Genome Expression Omnibus datasets. Specimens from 325 patients with completely resected lung adenocarcinoma were collected for immunohistochemical assays of NRAS, PD-L1, PD-1 and TIM-3. Then, we performed gene set enrichment analysis to investigate cancer-related and immune-related signaling pathways. TIMER algorithms were performed to evaluate tumor immune infiltrating cells and immune-related biomarkers.ResultsCompared with adjacent non-tumor tissue, NRAS expression was significantly upregulated in LUAD tissue. NRAS expression was significantly correlated with more advanced stage and positive lymph nodes. Kaplan–Meier curves and Cox analysis suggested that high NRAS expression led to a poor prognosis, and could be an independent prognostic factor in LUAD patients. Besides, NRAS expression was positively correlated with CD8+ T cells, macrophages, and neutrophils, and negatively correlated with B cells and CD4+ T cells. The expression level of NRAS was positively correlated with PD-L1, PD-1, and TIM-3 both at RNA and protein level.ConclusionsTo conclude, we found NRAS is a novel prognostic biomarker in LUAD. Besides, the expression level of NRAS may influence the prognosis of LUAD via various kinds of cancer-related pathways and remodeling TIM.",1
"AbstractDespite advances in immunotherapy, glioblastoma multiforme (GBM) remains challenging to treat due to its low inherent immunogenicity and a suppressive tumor microenvironment. Converting “cold” GBMs to “hot” tumors is crucial for effective immune activation and improved patient outcomes. We comprehensively characterized the rWTC-MBTA autologous cancer vaccine, consisting of Mannan-BAM-anchored irradiated whole tumor cells, Toll-like receptor ligands (LTA, Poly(I:C), R-848), and an anti-CD40 agonistic antibody, in preclinical GL261 and SB28 GBM models. A substantial number of vaccinated mice exhibited complete regression of GBM tumors in a T-cell-dependent manner, with no significant toxicity. Long-term tumor-specific immune memory was confirmed upon tumor rechallenge. In the vaccine-draining lymph nodes of the SB28 model, rWTC-MBTA vaccination triggered a major rise in cDC1 12 hours post-treatment, followed by an increase in cDC2, moDC, and pDC on Days 5 and 13. Enhanced cytotoxicity of CD4+ and CD8+ T cells in vaccinated mice was verified in co-culture with tumor cells. Comprehensive immunophenotyping in the GL261 and SB28 GBM microenvironments confirmed decreased regulatory T cells and increased CD4+ and CD8+ T cell infiltration in vaccinated mice. T-cell exhaustion analyses revealed an increase in the Tim3+CD8+ T cells. No significant differences were observed in the quantification of M-MDSC and PMN-MDSC between control and vaccinated mice, but PD-L1 expression significantly increased in M2 macrophages in vaccinated mice. Our findings demonstrate that rWTC-MBTA induces potent and long-term adaptive immune responses against GBM, warranting further investigation of combinations with other immunotherapies for enhanced efficacy.","The last decade has seen rapid development in the field of cellular immunotherapy, particularly in regard to chimeric antigen receptor (CAR)-modified T cells. However, challenges, such as severe treatment-related toxicities and inconsistent quality of autologous products, have hindered the broader use of CAR-T cell therapy, highlighting the need to explore alternative immune cells for cancer targeting. In this regard, natural killer (NK) cells have been extensively studied in cellular immunotherapy and were found to exert cytotoxic effects without being restricted by human leukocyte antigen and have a lower risk of causing graft-versus-host disease; making them favorable for the development of readily available ""off-the-shelf"" products. Clinical trials utilizing unedited NK cells or reprogrammed NK cells have shown early signs of their effectiveness against tumors. However, limitations, including limited in vivo persistence and expansion potential, remained. To enhance the antitumor function of NK cells, advanced gene-editing technologies and combination approaches have been explored. In this review, we summarize current clinical trials of antitumor NK cell therapy, provide an overview of innovative strategies for reprogramming NK cells, which include improvements in persistence, cytotoxicity, trafficking and the ability to counteract the immunosuppressive tumor microenvironment, and also discuss some potential combination therapies.",0
"Undifferentiated melanoma, defined as melanoma that has lost all usual phenotypic and immunohistochemical characteristics of conventional melanoma, can pose significant diagnostic challenges. Molecular studies have advanced our understanding of undifferentiated melanoma by demonstrating that a subset of these tumors harbors known melanoma driver alterations in genes such as BRAF, NRAS, and NF1. However, there is a paucity of data describing genetic alterations that may distinguish undifferentiated melanoma from conventional melanoma. In this study, we directly compared the genomic profiles of undifferentiated melanoma to a cohort of conventional melanomas, including 14 undifferentiated melanoma cases (comprised of 2 primary cases, 2 cutaneous recurrences, and 10 metastases) and a cohort of 127 conventional melanomas including primary, recurrent, and metastatic cases. Targeted sequencing of 447 cancer-associated genes was performed, including identification of mutations and copy number alterations. NRAS was the most frequent melanoma driver in undifferentiated melanoma (8/14 cases, 57%), although notably, only 1 undifferentiated melanoma harbored an NRAS Q61R mutation. Compared with the conventional melanoma cohort, undifferentiated melanoma demonstrated statistically significant enrichment of pathogenic activating RAC1 mutations (6/14 total cases, 43%), including P29S (4/6 cases), P29L (1/6 cases), and D11E (1/6 cases). In addition to providing insight into the molecular pathogenesis of undifferentiated melanoma, these findings also suggest that RAS Q61R immunohistochemistry may have limited utility for its diagnosis. The presence of recurrent RAC1 mutations in undifferentiated melanoma is also notable as these alterations may contribute to mitogen-activated protein kinase pathwayetargeted therapy resistance. Furthermore, the RAC1 alterations identified in this cohort have been shown to drive a melanocytic to mesenchymal switch in melanocytes, offering a possible explanation for the undifferentiated phenotype of these melanomas.","ObjectiveTo compare the efficacy and safety of intra-arterial chemotherapy (IAC) combined with intravesical chemotherapy (IVC) against intravesical BCG immunotherapy in high-risk non-muscle-invasive bladder cancer (NMIBC) after transurethral resection of the bladder tumor (TURBT).Materials and methods130 patients with high-risk NMIBC who had underwent TURBT were divided into two groups, of which IAC + IVC group received four courses of IAC (cisplatin and epirubicin) combined with IVC (epirubicin or pirarubicin) after surgery and BCG group received intravesical BCG immunotherapy. Recurrence rate and progression rate were assessed by Chi-square test, while recurrence-free survival and progression-free survival were calculated using the Kaplan–Meier method.ResultsIn this study, the recurrence rate was 27.9% (12/43) in IAC + IVC group and 26.4% (14/53) in BCG group, while progression rate was 9.3% (4/43) in IAC + IVC group and 9.4% (5/53) in BCG group. Both of the recurrence and progression rate did not show a significant difference. In the Kaplan–Meier plot, no difference was found with respect to recurrence-free survival and progression-free survival. Moreover, 46.5% (20/43) patients suffered from adverse events of IAC and 83.1% (49/59) patients suffered from adverse events associated with BCG, of which 6 patients discontinued treatment due to serious adverse events of BCG. Univariate analysis suggested that only recurrent tumor could be an independent risk factor related to recurrence.ConclusionsIAC combined with IVC used in high-risk NMIBC could reduce the recurrence and progression as effective as BCG instillation with lower adverse events.",0
"AbstractBackgroundRecurrent high-grade glioma (rHGG) lacks effective life-prolonging treatments and the efficacy of systemic PD-1 and CTLA-4 immune checkpoint inhibitors is limited. The multi-cohort Glitipni phase I trial investigates the safety and feasibility of intraoperative intracerebral (iCer) and postoperative intracavitary (iCav) nivolumab (NIVO) ± ipilimumab (IPI) treatment following maximal safe resection (MSR) in rHGG.Materials and methods Patients received 10 mg IV NIVO within 24 h before surgery, followed by MSR, iCer 5 mg IPI and 10 mg NIVO, and Ommaya catheter placement in the resection cavity. Biweekly postoperative iCav administrations of 1–5–10 mg NIVO (cohort 4) or 10 mg NIVO plus 1–5–10 mg IPI (cohort 7) were combined with 10 mg IV NIVO for 11 cycles.Results42 rHGG patients underwent MSR with iCer NIVO + IPI. 16 pts were treated in cohort 4 (postoperative iCav NIVO at escalating doses) while 28 patients were treated in cohort 7 (intra and postoperative iCav NIVO and escalating doses of IPI). The most common TRAE was fatigue; no grade 5 AE occurred. Dose-limiting toxicity was grade 3 neutrophilic pleocytosis (4 pts) receiving iCav NIVO plus 5 or 10 mg IPI. PFS and OS did not significantly differ between cohorts (median OS: 42 [95% CI 26–57] vs. 35 [29–40] weeks; 1-year OS rate: 37% vs. 29%). Baseline B7–H3 expression significantly correlated with worse survival. OS compared favorably to a historical pooled cohort (n = 469) of Belgian rHGG pts treated with anti-VEGF therapies (log-rank P = .015).ConclusionIntraoperative iCer IPI + NIVO with postoperative iCav NIVO ± IPI up to biweekly doses of 1 mg IPI + 10 mg NIVO is feasible and safe, showing encouraging OS in rHGG patients. ClinicalTrials.gov registration: NCT03233152","The utilization of neoadjuvant immune checkpoint inhibitor therapy, specifically anti-PD-1/L1 agents, prior to radical cystectomy is an emerging paradigm in muscle-invasive bladder cancer (MIBC). In situ vaccination represents a strategy to manipulate the tumor in order to augment the immune response toward improved local and distant cancer control. The authors describe the study rationale, design and objectives for RAD VACCINE MIBC, a single-arm, single-institution, phase II trial evaluating the efficacy and safety of combination neoadjuvant sasanlimab (humanized IgG monoclonal antibody that targets PD-1) with stereotactic body radiotherapy as an in situ vaccine in cisplatin-ineligible patients with MIBC. The results from this trial will establish the safety profile of this combination strategy and evaluate pathologic complete response rates.",1
"AbstractObjectiveNon-small-cell lung cancer (NSCLC) is a leading attributor to cancer deaths. High HDAC10 and low microRNA (miR)-223-5p levels have been observed in NSCLC. But their roles remain elusive. This study illustrated their roles in NSCLC cell ferroptosis and the mechanism.MethodsHDAC10, miR-223-5p, and solute carrier family 7 member 11 (SLC7A11) levels in cells were determined by RT-qPCR. Iron ion content, reactive oxygen species (ROS), and glutathione (GSH) levels were tested using reagent kits, and levels of SLC7A11 and Acyl-CoA synthesis long chain family (ACSL4) were examined using Western blot. Chromatin immunoprecision was performed to analyze the enrichment of HDAC10 and acetylated lysine 9 of histone H3 (H3K9ac) on the miR-223-5p promoter. The targeted binding of miR-223-5p and SLC7A11 was analyzed by dual-luciferase assay. Joint experiments were designed to identify the role of miR-223-5p/SLC7A11 axis in HDAC10-regulated ferroptosis in NSCLC cells.ResultsHDAC10 was highly expressed in NSCLC cells. Silencing HDAC10 significantly reduced GSH and SLC7A11 levels, upregulated iron ion content, ROS levels, and ACSL4 expression, promoting cell ferroptosis. Mechanically, HDAC10 inhibited miR-223-5p expression through H3K9ac deacetylation of the miR-223-5p promoter, thereby targeting SLC7A11. The joint experimental results showed that overexpression of SLC7A11 or downregulation of miR-223-5p alleviated the promoting effect of silencing HDAC10 on ferroptosis in NSCLC cells.ConclusionHDAC10 inhibits miR-223-5p expression through H3K9ac deacetylation of the miR-223-5p promoter, thereby promoting SLC7A11 expression and inhibiting ferroptosis in NSCLC cells.","Alzheimer’s disease (AD), the most common form of dementia among the elderly, affects numerous individuals worldwide. Despite advances in understanding the molecular underpinnings of AD pathology, effective treatments to prevent or cure the disease remain elusive. AD is characterized not only by pathological hallmarks such as amyloid plaques and neurofibrillary tangles but also by impairments in synaptic physiology, circuit activity and cognitive function. Synaptic homeostatic plasticity plays a vital role in maintaining the stability of synaptic and neural functions amid genetic and environmental disturbances. A key component of this regulation is presynaptic homeostatic potentiation, where increased presynaptic neurotransmitter release compensates for reduced postsynaptic glutamate receptor functionality, thereby stabilizing neuronal excitability. The role of presynaptic homeostatic plasticity in synapse stabilization in AD, however, remains unclear. Moreover, recent advances in transcriptomics have illuminated the complex roles of glial cells in regulating synaptic function in ageing brains and in the progression of neurodegenerative diseases. Yet, the impact of AD-related abnormalities in glial signalling on synaptic homeostatic plasticity has not been fully delineated. This review discusses recent findings on how glial dysregulation in AD affects presynaptic homeostatic plasticity. There is increasing evidence that disrupted glial signalling, particularly through aberrant histone acetylation and transcriptomic changes in glia, compromises this plasticity in AD. Notably, the sphingosine signalling pathway has been identified as being protective in stabilizing synaptic physiology through epigenetic and homeostatic mechanisms, presenting potential therapeutic targets for treating neurodegenerative disorders.",1
"Thymus is considered a non-functional remnant in adults, but some evidence suggest that it may harbor residual activity. Lung cancer patients represent the ideal model to study thymic residual activity, as their thymus can be easily harvested during surgery. This study was designed to confirm the presence of residual thymic activity both in adult mice (step 1) and in humans (step 2). In step 1, lung cancer was induced by activating k-ras mutation in a cohort of 20 young and adult mice. After killing, thymus and lungs were analyzed. Thymus was considered active when medullary was evident, cortico-medullary ratio was 50:50 or higher and adipose involution was present. In step 2, a cohort of 20 patients, undergoing surgery for lung cancer, had biopsy of pericardial fat pad, site of ectopic thymus. Thymus was considered present if Hassall’s bodies were detected. In mice, active thymus was detected in a high proportion of cases, without significant difference between adult and young (70% vs 44.4% respectively). Two cases without evidence of lung tumor had a fully functional thymus. In humans, ectopic thymus was detected in the pericardial fat pad in 2 cases (10.5%), confirmed by immunohistochemistry. Signs of previous thymic activity were detected in 8 additional patients. Results confirmed thymus activity in animal models and humans with lung cancer, providing the rationale for future systematic mediastinal thymic biopsy. The comprehension of interactions between thymus, lymphocytes and tumor may open a new potentially targetable perspective in lung cancer.","PurposeMitophagy and aging (MiAg) are very important pathophysiological mechanisms contributing to tumorigenesis. MiAg-related genes have prognostic value in lung adenocarcinoma (LUAD). However, prognostic, and immune correlation studies of MiAg-related genes in LUAD are lacking.MethodsMiAg differentially expressed genes (DEGs) in LUAD were obtained from public sequencing datasets. A prognostic model including MiAg DEGs was constructed according to patients divided into low- and high-risk groups. Gene Ontology, gene set enrichment analysis, gene set variation analysis, CIBERSORT immune infiltration analysis, and clinical characteristic correlation analyses were performed for functional annotation and correlation of MiAgs with prognosis in patients with LUAD.ResultsSeven MiAg DEGs of LUAD were identified: CAV1, DSG2, DSP, MYH11, NME1, PAICS, PLOD2, and the expression levels of these genes were significantly correlated (P < 0.05). The RiskScore of the MiAg DEG prognostic model demonstrated high predictive ability of overall survival of patients diagnosed with LUAD. Patients with high and low MiAg phenotypic scores exhibited significant differences in the infiltration levels of eight types of immune cells (P < 0.05). The multi-factor DEG regression model showed higher efficacy in predicting 5-year survival than 3- and 1-year survival of patients with LUAD.ConclusionsSeven MiAg-related genes were identified to be significantly associated with the prognosis of patients diagnosed with LUAD. Moreover, the identified MiAg DEGs might affect the immunotherapy strategy of patients with LUAD.Supplementary InformationThe online version contains supplementary material available at 10.1007/s00432-023-05390-x.",1
